City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,qurayyat,31.3318,37.3428,89.78,27,0,9.22,SA,1724786838
352,kargil,34.5667,76.1,52.75,57,92,5.91,IN,1724786839
353,pokhara,28.2333,83.9833,70.11,87,100,2.33,NP,1724786764
354,gazojak,41.1875,61.4036,79.12,17,14,10.83,TM,1724786841
355,dzidzantun,21.25,-89.05,86.7,62,100,8.61,MX,1724786843
356,mangrol,21.1167,70.1167,80.33,89,100,27.81,IN,1724786844
357,qom,34.6401,50.8764,92.62,14,0,6.82,IR,1724786845
358,kralendijk,12.15,-68.2667,91.38,62,40,14.97,BQ,1724786846
359,richards bay,-28.783,32.0377,83.08,21,0,11.88,ZA,1724786847
360,jumla,29.2747,82.1838,58.44,92,92,1.59,NP,1724786848
361,lagunas,-5.2269,-75.6753,93.61,33,21,2.68,PE,1724786850
362,charters towers,-20.1,146.2667,59.05,93,0,6.08,AU,1724786852
363,vangaindrano,-23.35,47.6,68.9,86,94,8.79,MG,1724786853
